Id,Lang,Sentence_Text,Letters,Words,Num_Sentences,gulpease,flesch
396,it,"In questa vetrina può vedere alcuni frammenti delle stoffe che nel tempo hanno protetto la Sìndone all’interno della cassetta in cui era conservata, distribuiti come reliquia “da contatto” e corredati da autentica che ne testimonia l’effettivo contatto con la Sìndone.",223,40,1,40.75,178.29
397,it,"Anche alcuni oggetti venuti in contatto con il Lenzuolo, come uno degli spilli serviti per fermare la Sìndone durante l’ostensione del 1868 qui esposto, venivano conservati religiosamente e tramandati.",165,29,1,42.45,185.37
398,it,Copia su tela in formato uno ad uno della Sìndone: sono apprezzabili i particolari in modo molto prossimo all’osservazione diretta.,109,20,1,49.5,191.24
399,it,"Nella ricostruzione della storia della Sìndone, risultano per il momento ipotetici i passaggi da Gerusalemme a Edessa, oggi Sanliurfa in Turchia, e di qui a Costantinopoli e ad Atene in Grecia durante il periodo dell’Impero latino d’Oriente. ",199,37,1,43.32,180.25
400,it,"Mentre sono documentati con precisione quelli da Lirey, in  Francia, a Chambéry, in Savoia, e a Torino.",81,17,1,59.0,193.41
401,it,Nelle vetrine seguenti potrà seguire lo sviluppo di questi percorsi.,58,10,1,61.0,197.78
402,it,Due reliquiari settecenteschi contenenti un piccolo filo di Sìndone insieme ad altri contenenti stoffe venute a contatto con il sacro Telo.,118,21,1,47.1,190.6
403,it,"Nel 1506 il papa Giulio II concesse il culto pubblico della Sìndone, fissandone la memoria il 4 maggio e approvandone la messa e l’ufficio il cui testo in edizione seicentesca è esposto in questa vetrina.",162,35,1,51.29,181.79
404,it,"Nel 1453 l’ultima discendente di Geoffroy de Charny, Marguerite, cede la Sìndone ai Savoia.",70,14,1,60.43,195.35
405,it,"Relativamente al periodo più antico della storia della Sìndone, un’ipotesi che ancora oggi si sta studiando, identifica la Sìndone di Torino con il Mandylion di Edessa, un piccolo telo conosciuto sin dal IV secolo in Oriente contenente l’immagine, ritenuta impressa miracolosamente, del volto di Cristo.",251,45,1,39.89,175.0
406,it,Uno dei problemi storici su cui si incentra la ricerca riguarda le possibili vicende della Sìndone nel primo millennio.,100,19,1,52.16,192.07
407,it,"Se la Sìndone può essere identificata con il Mandylion di Edessa, allora essa sarebbe stata trasferita a Costantinopoli nel 944, e di qui, attraverso strade non chiarite, sarebbe giunta in Europa.",158,31,1,47.71,184.23
408,it,In questa vetrina sono esposti alcuni oggetti e documenti che potrebbero sostenere questa tesi.,81,14,1,52.57,195.08
409,it,"Nel 1578 Emanuele Filiberto di Savoia, dopo avere spostato il centro politico e amministrativo dello Stato da Chambéry a Torino, volle anche portare il palladio religioso della dinastia, la Sìndone.",161,30,1,45.33,184.75
410,it,"Il Telo compì il viaggio ripiegato più volte, dentro questa piccola cassa di legno, che anticamente doveva essere ricoperta di scaglie preziose, forse madreperla e tartaruga.",145,26,1,44.77,187.37
411,it,"Con la concessione del culto ufficiale della Sìndone da parte del papa Giulio II nel 1506, che ne fissò la festa il giorno 4 di maggio, la notorietà e la devozione verso la reliquia crebbero, anche in conseguenza delle ostensioni periodiche celebrate a Chambéry.",210,44,1,48.09,175.92
412,it,Il 600 e il 700 sono i secoli nei quali maggiormente si sviluppa la devozione alla Sìndone.,68,17,1,66.65,193.54
413,it,Numerose sono le raffigurazioni che vengono fatte prodotte e fatte circolare.,66,11,1,56.27,196.87
414,it,"Nel 1735 terminava la costruzione della chiesa della Confratèrnita del Santissimo Sudario, sovrastante questa cripta.",97,15,1,44.33,194.35
415,it,Tra il 500 e il 600 sono stati scritti e pubblicati più di 100 testi interamente dedicati o che comunque trattano della Sìndone.,96,23,1,60.3,189.62
416,it,Dalla seconda metà del 700 le ostensioni iniziano a rarefarsi.,49,10,1,70.0,197.93
417,it,"Nell'800, dopo il regno di Carlo Felice, le ostensioni diventano ancora più rare, e solo per matrimoni dinastici.",88,18,1,56.78,192.68
418,it,La Sìndone non è l’unica immagine di Cristo ad essere stata oggetto di devozione in Europa a partire dal Medioevo.,93,20,1,57.5,191.43
419,it,"Dalla Veronica, al Mandylion, alla Sìndone di Besançon, nei secoli sono ricordate altre venerate immagini ritenute di Cristo.",104,18,1,47.89,192.3
420,it,"Di tutte, l’unica che ha resistito al vaglio della critica per le sue particolari caratteristiche, è la Sìndone di Torino.",99,20,1,54.5,191.39
421,it,In questa vetrina può ammirare una bellissima raffigurazione della deposizione dalla croce con l’ostensione della Sìndone.,105,16,1,42.12,193.58
422,it,Ai lati in monocromo le insegne della Passione presentate da angeli.,57,11,1,64.45,197.15
423,it,Si tratta di un’opera dell’inizio del 600 dipinta su seta da Giovanni Battista Della Rovere.,72,15,1,61.0,194.7
424,it,"L’iconografia della sepoltura nella Sìndone, di cui ha già visto un ingrandimento.",68,12,1,57.33,196.45
425,it,"Lo scopo della Confratèrnita, ideatrice del Museo, è sin dalle origini quello di diffondere il culto e la conoscenza della Sìndone.",108,21,1,51.86,190.78
426,it,"Nella teca di vetro può osservare la preziosa cassa di legno, rivestita con lamina d’argento e tempestata di pietre dure e smalti, in cui è stata conservata, arrotolata, la Sìndone dalla fine del XVI secolo sino al 1998.",173,38,1,51.37,179.8
427,it,Il coperchio è in legno ricoperto di tessuto.,37,8,1,80.25,199.3
428,it,"Si tratta di preziosa opera di committenza sabauda, che nel tempo ha subito alcune integrazioni e modifiche che tuttavia non hanno alterato la sua impostazione originale.",143,26,1,45.54,187.37
429,it,"Sotto alla teca sono esposti gli accessori che servivano alla conservazione della Sìndone all’interno della cassetta, eliminati al momento in cui si è adottato il nuovo sistema di conservazione.",163,29,1,43.14,185.39
430,it,Sono visibili il rullo in legno rivestito di seta su cui veniva arrotolato il lenzuolo e cuscinetti che venivano inseriti tra il rullo e il tessuto.,122,26,1,53.62,187.48
431,it,Dal 900 a oggi sono state celebrate sette ostensioni solenni.,48,10,1,71.0,197.93
432,it,"La prima avvenne nel 1931, in occasione del matrimonio del futuro re Umberto II.",61,14,1,66.86,195.45
433,it,Nel 1933 ne seguì un'altra per celebrare l’Anno Santo della Redenzione.,54,11,1,67.18,197.35
434,it,Nel 1973 si tenne invece un’ostensione televisiva.,38,7,1,77.57,199.63
435,it,Nel 1978 l'evento ricordò il quattrocentesimo anniversario dell’arrivo della Sìndone a Torino.,76,12,1,50.67,196.14
436,it,L'ostensione del 1998 commemorò alcune ricorrenze della storia religiosa piemontese e il centenario della prima fotografia del Telo.,109,18,1,45.11,192.38
437,it,"Nel 2000 si celebrò il grande Giubileo e, infine, l'elenco si chiude con l'ostensione del 2010.",67,16,1,65.88,194.24
438,it,Si può vedere come la Sìndone è conservata distesa in una grande teca ad atmosfera.,68,15,1,63.67,194.75
439,en,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5
440,en,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,N/A,52.85
441,en,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,N/A,47.56
442,en,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77
443,en,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44
444,en,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,N/A,80.1
445,en,These are works produced from nineteen thirty-one to the present day.,57,11,1,N/A,64.92
446,en,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,N/A,18.19
447,en,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07
448,en,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62
449,en,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49
450,en,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,N/A,61.89
451,en,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,N/A,53.97
452,en,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95
453,en,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72
454,en,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,N/A,72.99
455,en,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,N/A,18.05
456,en,Conservation operations in the two thousands.,39,6,1,N/A,17.45
457,en,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43
458,en,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73
459,en,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,N/A,59.68
460,en,"Some marks are due to burns, wax, and water.",33,9,1,N/A,103.7
461,en,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,N/A,76.23
462,en,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,N/A,3.4
463,en,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,N/A,35.51
464,en,Reconstruction of a loom of the period.,32,7,1,N/A,66.79
465,en,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8
466,en,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59
467,en,Saint Francis de Sales.,19,4,1,N/A,75.88
468,en,Pope Pius Seventh.,15,3,1,N/A,62.79
469,en,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,N/A,21.82
470,en,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,N/A,47.72
471,en,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26
472,en,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,N/A,13.23
473,en,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,N/A,47.6
474,en,"In the following display cases, you can follow the development of these routes.",65,13,1,N/A,50.47
475,en,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,N/A,36.36
476,en,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,N/A,36.91
477,en,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67
478,en,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59
479,en,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,N/A,46.95
480,en,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,N/A,38.37
481,en,This display case contains some objects and documents that could support this thesis.,72,13,1,N/A,63.49
482,en,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,N/A,18.37
483,en,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,N/A,45.47
484,en,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76
485,en,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,N/A,30.33
486,en,Numerous representations were produced and circulated.,48,6,1,N/A,-24.85
487,en,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58
488,en,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68
489,en,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,N/A,43.96
490,en,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,N/A,27.26
491,en,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,N/A,69.14
492,en,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,N/A,34.43
493,en,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,N/A,59.64
494,en,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,N/A,49.91
495,en,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,N/A,47.6
496,en,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,N/A,36.16
497,en,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,N/A,47.83
498,en,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1
499,en,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,N/A,41.45
500,en,The lid is made of wood covered with fabric.,35,9,1,N/A,94.3
501,en,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,N/A,36.41
502,en,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,N/A,44.7
503,en,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,N/A,55.58
504,en,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,N/A,43.96
505,en,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,N/A,75.77
506,en,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,N/A,49.54
507,en,"In 1973, a televised exhibition was held instead.",36,8,1,N/A,50.67
508,en,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,N/A,23.43
509,en,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,N/A,0.42
510,en,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,N/A,50.24
511,en,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89
512,en,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5
513,en,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,N/A,52.85
514,en,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,N/A,47.56
515,en,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77
516,en,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44
517,en,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,N/A,80.1
518,en,These are works produced from nineteen thirty-one to the present day.,57,11,1,N/A,64.92
519,en,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,N/A,18.19
520,en,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07
521,en,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62
522,en,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49
523,en,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,N/A,61.89
524,en,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,N/A,53.97
525,en,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95
526,en,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72
527,en,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,N/A,72.99
528,en,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,N/A,18.05
529,en,Conservation operations in the two thousands.,39,6,1,N/A,17.45
530,en,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43
531,en,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73
532,en,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,N/A,59.68
533,en,"Some marks are due to burns, wax, and water.",33,9,1,N/A,103.7
534,en,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,N/A,76.23
535,en,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,N/A,3.4
536,en,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,N/A,35.51
537,en,Reconstruction of a loom of the period.,32,7,1,N/A,66.79
538,en,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8
539,en,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59
540,en,Saint Francis de Sales.,19,4,1,N/A,75.88
541,en,Pope Pius Seventh.,15,3,1,N/A,62.79
542,en,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,N/A,21.82
543,en,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,N/A,47.72
544,en,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26
545,en,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,N/A,13.23
546,en,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,N/A,47.6
547,en,"In the following display cases, you can follow the development of these routes.",65,13,1,N/A,50.47
548,en,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,N/A,36.36
549,en,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,N/A,36.91
550,en,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67
551,en,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59
552,en,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,N/A,46.95
553,en,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,N/A,38.37
554,en,This display case contains some objects and documents that could support this thesis.,72,13,1,N/A,63.49
555,en,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,N/A,18.37
556,en,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,N/A,45.47
557,en,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76
558,en,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,N/A,30.33
559,en,Numerous representations were produced and circulated.,48,6,1,N/A,-24.85
560,en,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58
561,en,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68
562,en,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,N/A,43.96
563,en,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,N/A,27.26
564,en,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,N/A,69.14
565,en,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,N/A,34.43
566,en,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,N/A,59.64
567,en,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,N/A,49.91
568,en,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,N/A,47.6
569,en,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,N/A,36.16
570,en,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,N/A,47.83
571,en,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1
572,en,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,N/A,41.45
573,en,The lid is made of wood covered with fabric.,35,9,1,N/A,94.3
574,en,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,N/A,36.41
575,en,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,N/A,44.7
576,en,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,N/A,55.58
577,en,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,N/A,43.96
578,en,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,N/A,75.77
579,en,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,N/A,49.54
580,en,"In 1973, a televised exhibition was held instead.",36,8,1,N/A,50.67
581,en,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,N/A,23.43
582,en,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,N/A,0.42
583,en,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,N/A,50.24
584,en,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89
585,en,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5
586,en,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,N/A,52.85
587,en,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,N/A,47.56
588,en,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77
589,en,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44
590,en,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,N/A,80.1
591,en,These are works produced from nineteen thirty-one to the present day.,57,11,1,N/A,64.92
592,en,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,N/A,18.19
593,en,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07
594,en,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62
595,en,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49
596,en,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,N/A,61.89
597,en,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,N/A,53.97
598,en,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95
599,en,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72
600,en,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,N/A,72.99
601,en,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,N/A,18.05
602,en,Conservation operations in the two thousands.,39,6,1,N/A,17.45
603,en,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43
604,en,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73
605,en,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,N/A,59.68
606,en,"Some marks are due to burns, wax, and water.",33,9,1,N/A,103.7
607,en,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,N/A,76.23
608,en,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,N/A,3.4
609,en,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,N/A,35.51
610,en,Reconstruction of a loom of the period.,32,7,1,N/A,66.79
611,en,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8
612,en,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59
613,en,Saint Francis de Sales.,19,4,1,N/A,75.88
614,en,Pope Pius Seventh.,15,3,1,N/A,62.79
615,en,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,N/A,21.82
616,en,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,N/A,47.72
617,en,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26
