Id,Sentence_Text,Letters,Words,Num_Sentences,Raw_Gulpease_index,Normalized_Gulpease_index
405,"Relativamente al periodo più antico della storia della Sìndone, un’ipotesi che ancora oggi si sta studiando, identifica la Sìndone di Torino con il Mandylion di Edessa, un piccolo telo conosciuto sin dal IV secolo in Oriente contenente l’immagine, ritenuta impressa miracolosamente, del volto di Cristo.",251,45,1,39.89,39.89
406,Uno dei problemi storici su cui si incentra la ricerca riguarda le possibili vicende della Sìndone nel primo millennio.,100,19,1,52.16,52.16
407,"Se la Sìndone può essere identificata con il Mandylion di Edessa, allora essa sarebbe stata trasferita a Costantinopoli nel 944, e di qui, attraverso strade non chiarite, sarebbe giunta in Europa.",158,31,1,47.71,47.71
408,In questa vetrina sono esposti alcuni oggetti e documenti che potrebbero sostenere questa tesi.,81,14,1,52.57,52.57
409,"Nel 1578 Emanuele Filiberto di Savoia, dopo avere spostato il centro politico e amministrativo dello Stato da Chambéry a Torino, volle anche portare il palladio religioso della dinastia, la Sìndone.",161,30,1,45.33,45.33
410,"Il Telo compì il viaggio ripiegato più volte, dentro questa piccola cassa di legno, che anticamente doveva essere ricoperta di scaglie preziose, forse madreperla e tartaruga.",145,26,1,44.77,44.77
411,"Con la concessione del culto ufficiale della Sìndone da parte del papa Giulio II nel 1506, che ne fissò la festa il giorno 4 di maggio, la notorietà e la devozione verso la reliquia crebbero, anche in conseguenza delle ostensioni periodiche celebrate a Chambéry.",210,44,1,48.09,48.09
412,Il 600 e il 700 sono i secoli nei quali maggiormente si sviluppa la devozione alla Sìndone.,68,17,1,66.65,66.65
413,Numerose sono le raffigurazioni che vengono fatte prodotte e fatte circolare.,66,11,1,56.27,56.27
414,"Nel 1735 terminava la costruzione della chiesa della Confratèrnita del Santissimo Sudario, sovrastante questa cripta.",97,15,1,44.33,44.33
415,Tra il 500 e il 600 sono stati scritti e pubblicati più di 100 testi interamente dedicati o che comunque trattano della Sìndone.,96,23,1,60.3,60.3
416,Dalla seconda metà del 700 le ostensioni iniziano a rarefarsi.,49,10,1,70.0,70.0
417,"Nell'800, dopo il regno di Carlo Felice, le ostensioni diventano ancora più rare, e solo per matrimoni dinastici.",88,18,1,56.78,56.78
418,La Sìndone non è l’unica immagine di Cristo ad essere stata oggetto di devozione in Europa a partire dal Medioevo.,93,20,1,57.5,57.5
419,"Dalla Veronica, al Mandylion, alla Sìndone di Besançon, nei secoli sono ricordate altre venerate immagini ritenute di Cristo.",104,18,1,47.89,47.89
420,"Di tutte, l’unica che ha resistito al vaglio della critica per le sue particolari caratteristiche, è la Sìndone di Torino.",99,20,1,54.5,54.5
421,In questa vetrina può ammirare una bellissima raffigurazione della deposizione dalla croce con l’ostensione della Sìndone.,105,16,1,42.12,42.12
422,Ai lati in monocromo le insegne della Passione presentate da angeli.,57,11,1,64.45,64.45
423,Si tratta di un’opera dell’inizio del 600 dipinta su seta da Giovanni Battista Della Rovere.,72,15,1,61.0,61.0
424,"L’iconografia della sepoltura nella Sìndone, di cui ha già visto un ingrandimento.",68,12,1,57.33,57.33
425,"Lo scopo della Confratèrnita, ideatrice del Museo, è sin dalle origini quello di diffondere il culto e la conoscenza della Sìndone.",108,21,1,51.86,51.86
426,"Nella teca di vetro può osservare la preziosa cassa di legno, rivestita con lamina d’argento e tempestata di pietre dure e smalti, in cui è stata conservata, arrotolata, la Sìndone dalla fine del XVI secolo sino al 1998.",173,38,1,51.37,51.37
427,Il coperchio è in legno ricoperto di tessuto.,37,8,1,80.25,80.25
428,"Si tratta di preziosa opera di committenza sabauda, che nel tempo ha subito alcune integrazioni e modifiche che tuttavia non hanno alterato la sua impostazione originale.",143,26,1,45.54,45.54
429,"Sotto alla teca sono esposti gli accessori che servivano alla conservazione della Sìndone all’interno della cassetta, eliminati al momento in cui si è adottato il nuovo sistema di conservazione.",163,29,1,43.14,43.14
430,Sono visibili il rullo in legno rivestito di seta su cui veniva arrotolato il lenzuolo e cuscinetti che venivano inseriti tra il rullo e il tessuto.,122,26,1,53.62,53.62
431,Dal 900 a oggi sono state celebrate sette ostensioni solenni.,48,10,1,71.0,71.0
432,"La prima avvenne nel 1931, in occasione del matrimonio del futuro re Umberto II.",61,14,1,66.86,66.86
433,Nel 1933 ne seguì un'altra per celebrare l’Anno Santo della Redenzione.,54,11,1,67.18,67.18
434,Nel 1973 si tenne invece un’ostensione televisiva.,38,7,1,77.57,77.57
435,Nel 1978 l'evento ricordò il quattrocentesimo anniversario dell’arrivo della Sìndone a Torino.,76,12,1,50.67,50.67
436,L'ostensione del 1998 commemorò alcune ricorrenze della storia religiosa piemontese e il centenario della prima fotografia del Telo.,109,18,1,45.11,45.11
437,"Nel 2000 si celebrò il grande Giubileo e, infine, l'elenco si chiude con l'ostensione del 2010.",67,16,1,65.88,65.88
438,Si può vedere come la Sìndone è conservata distesa in una grande teca ad atmosfera.,68,15,1,63.67,63.67
439,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,60.67,60.67
440,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,54.45,54.45
441,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,59.56,59.56
442,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,51.22,51.22
443,Enlargement of the face in photographic negative.,42,7,1,71.86,71.86
444,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,63.12,63.12
445,These are works produced from nineteen thirty-one to the present day.,57,11,1,64.45,64.45
446,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,43.0,43.0
447,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,52.16,52.16
448,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,60.82,60.82
449,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,52.33,52.33
450,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,65.0,65.0
451,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,56.37,56.37
452,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,56.5,56.5
453,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,52.5,52.5
454,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,62.18,62.18
455,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,39.88,39.88
456,Conservation operations in the two thousands.,39,6,1,74.0,74.0
457,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,54.0,54.0
458,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,65.43,65.43
459,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,60.43,60.43
460,"Some marks are due to burns, wax, and water.",33,9,1,85.67,85.67
461,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,62.68,62.68
462,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,50.82,50.82
463,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,62.57,62.57
464,Reconstruction of a loom of the period.,32,7,1,86.14,86.14
465,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,49.4,49.4
466,Blessed Sebastiano Valfrè.,23,3,1,112.33,100
467,Saint Francis de Sales.,19,4,1,116.5,100
468,Pope Pius Seventh.,15,3,1,139.0,100
469,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,45.14,45.14
470,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,50.52,50.52
471,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,57.5,57.5
472,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,45.67,45.67
473,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,59.0,59.0
474,"In the following display cases, you can follow the development of these routes.",65,13,1,62.08,62.08
475,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,44.22,44.22
476,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,50.84,50.84
477,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,62.33,62.33
478,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,46.08,46.08
479,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,52.0,52.0
480,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,47.0,47.0
481,This display case contains some objects and documents that could support this thesis.,72,13,1,56.69,56.69
482,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,48.38,48.38
483,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,43.29,43.29
484,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,52.48,52.48
485,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,47.24,47.24
486,Numerous representations were produced and circulated.,48,6,1,59.0,59.0
487,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,56.62,56.62
488,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,46.39,46.39
489,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,59.77,59.77
490,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,48.47,48.47
491,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,62.64,62.64
492,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,50.67,50.67
493,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,59.0,59.0
494,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,55.82,55.82
495,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,61.86,61.86
496,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,57.42,57.42
497,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,61.5,61.5
498,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,56.08,56.08
499,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,48.75,48.75
500,The lid is made of wood covered with fabric.,35,9,1,83.44,83.44
501,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,49.0,49.0
502,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,48.63,48.63
503,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,54.0,54.0
504,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,59.0,59.0
505,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,67.89,67.89
506,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,69.91,69.91
507,"In 1973, a televised exhibition was held instead.",36,8,1,81.5,81.5
508,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,56.86,56.86
509,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,44.5,44.5
510,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,62.53,62.53
511,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,61.0,61.0
512,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,60.67,60.67
513,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,54.45,54.45
514,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,59.56,59.56
515,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,51.22,51.22
516,Enlargement of the face in photographic negative.,42,7,1,71.86,71.86
517,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,63.12,63.12
518,These are works produced from nineteen thirty-one to the present day.,57,11,1,64.45,64.45
519,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,43.0,43.0
520,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,52.16,52.16
521,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,60.82,60.82
522,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,52.33,52.33
523,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,65.0,65.0
524,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,56.37,56.37
525,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,56.5,56.5
526,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,52.5,52.5
527,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,62.18,62.18
528,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,39.88,39.88
529,Conservation operations in the two thousands.,39,6,1,74.0,74.0
530,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,54.0,54.0
531,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,65.43,65.43
532,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,60.43,60.43
533,"Some marks are due to burns, wax, and water.",33,9,1,85.67,85.67
534,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,62.68,62.68
535,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,50.82,50.82
536,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,62.57,62.57
537,Reconstruction of a loom of the period.,32,7,1,86.14,86.14
538,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,49.4,49.4
539,Blessed Sebastiano Valfrè.,23,3,1,112.33,100
540,Saint Francis de Sales.,19,4,1,116.5,100
541,Pope Pius Seventh.,15,3,1,139.0,100
542,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,45.14,45.14
543,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,50.52,50.52
544,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,57.5,57.5
545,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,45.67,45.67
546,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,59.0,59.0
547,"In the following display cases, you can follow the development of these routes.",65,13,1,62.08,62.08
548,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,44.22,44.22
549,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,50.84,50.84
550,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,62.33,62.33
551,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,46.08,46.08
552,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,52.0,52.0
553,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,47.0,47.0
554,This display case contains some objects and documents that could support this thesis.,72,13,1,56.69,56.69
555,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,48.38,48.38
556,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,43.29,43.29
557,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,52.48,52.48
558,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,47.24,47.24
559,Numerous representations were produced and circulated.,48,6,1,59.0,59.0
560,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,56.62,56.62
561,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,46.39,46.39
562,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,59.77,59.77
563,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,48.47,48.47
564,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,62.64,62.64
565,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,50.67,50.67
566,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,59.0,59.0
567,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,55.82,55.82
568,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,61.86,61.86
569,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,57.42,57.42
570,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,61.5,61.5
571,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,56.08,56.08
572,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,48.75,48.75
573,The lid is made of wood covered with fabric.,35,9,1,83.44,83.44
574,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,49.0,49.0
575,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,48.63,48.63
576,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,54.0,54.0
577,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,59.0,59.0
578,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,67.89,67.89
579,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,69.91,69.91
580,"In 1973, a televised exhibition was held instead.",36,8,1,81.5,81.5
581,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,56.86,56.86
582,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,44.5,44.5
583,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,62.53,62.53
584,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,61.0,61.0
585,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,60.67,60.67
586,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,54.45,54.45
587,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,59.56,59.56
588,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,51.22,51.22
589,Enlargement of the face in photographic negative.,42,7,1,71.86,71.86
590,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,63.12,63.12
591,These are works produced from nineteen thirty-one to the present day.,57,11,1,64.45,64.45
592,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,43.0,43.0
593,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,52.16,52.16
594,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,60.82,60.82
595,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,52.33,52.33
596,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,65.0,65.0
597,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,56.37,56.37
598,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,56.5,56.5
599,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,52.5,52.5
600,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,62.18,62.18
601,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,39.88,39.88
602,Conservation operations in the two thousands.,39,6,1,74.0,74.0
603,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,54.0,54.0
604,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,65.43,65.43
605,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,60.43,60.43
606,"Some marks are due to burns, wax, and water.",33,9,1,85.67,85.67
607,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,62.68,62.68
608,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,50.82,50.82
609,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,62.57,62.57
610,Reconstruction of a loom of the period.,32,7,1,86.14,86.14
611,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,49.4,49.4
612,Blessed Sebastiano Valfrè.,23,3,1,112.33,100
613,Saint Francis de Sales.,19,4,1,116.5,100
614,Pope Pius Seventh.,15,3,1,139.0,100
615,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,45.14,45.14
616,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,50.52,50.52
617,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,57.5,57.5
618,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,45.67,45.67
619,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,59.0,59.0
620,"In the following display cases, you can follow the development of these routes.",65,13,1,62.08,62.08
621,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,44.22,44.22
622,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,50.84,50.84
623,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,62.33,62.33
624,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,46.08,46.08
625,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,52.0,52.0
626,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,47.0,47.0
627,This display case contains some objects and documents that could support this thesis.,72,13,1,56.69,56.69
628,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,48.38,48.38
629,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,43.29,43.29
630,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,52.48,52.48
631,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,47.24,47.24
632,Numerous representations were produced and circulated.,48,6,1,59.0,59.0
633,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,56.62,56.62
634,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,46.39,46.39
635,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,59.77,59.77
636,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,48.47,48.47
